Id,SalePrice
1461,127445.2726
1462,148182.9754
1463,169592.2417
1464,173898.4059
1465,204644.3495
1466,172141.9149
1467,160099.1756
1468,160483.2915
1469,194910.2108
1470,122219.845
1471,195284.5231
1472,118481.9181
1473,113419.145
1474,153392.1481
1475,148952.8112
1476,312314.5867
1477,247063.4852
1478,277337.9366
1479,275543.2194
1480,334573.5015
1481,285539.1284
1482,215048.4524
1483,165966.0227
1484,179810.6077
1485,173534.7839
1486,198713.6569
1487,294476.5521
1488,249150.1497
1489,186364.2185
1490,190075.7658
1491,194982.6186
1492,110784.4317
1493,180301.8159
1494,285722.6134
1495,287646.991
1496,221939.8817
1497,190749.104
1498,160146.7457
1499,160572.286
1500,139261.4312
1501,162527.3737
1502,159519.6121
1503,249104.0676
1504,236559.59
1505,215336.3588
1506,180683.8505
1507,219592.5868
1508,196000.3053
1509,154233.8727
1510,143564.7943
1511,144477.3853
1512,161277.777
1513,150161.369
1514,163445.6461
1515,189342.7917
1516,158849.1476
1517,148033.6088
1518,158774.9302
1519,208253.901
1520,133054.7897
1521,136297.8138
1522,175632.0953
1523,114847.8599
1524,119906.487
1525,122916.4635
1526,125313.7521
1527,117351.5766
1528,131904.7281
1529,140786.7976
1530,163659.3653
1531,133445.4531
1532,116747.4405
1533,140040.5208
1534,128528.3409
1535,150946.6918
1536,120047.6178
1537,101552.4657
1538,174048.7314
1539,210527.061
1540,124734.9253
1541,147790.4989
1542,140181.8286
1543,192165.1575
1544,94877.70416
1545,117214.6227
1546,128459.7814
1547,128019.698
1548,127625.306
1549,120376.2307
1550,143827.7419
1551,137030.3432
1552,146766.7702
1553,143925.4503
1554,123440.6966
1555,162891.6329
1556,101578.993
1557,115196.7904
1558,108162.9237
1559,111328.4271
1560,147595.7598
1561,131036.6001
1562,127075.188
1563,122443.1239
1564,158372.6174
1565,142191.6222
1566,214251.52
1567,96963.74756
1568,202497.8715
1569,136520.9543
1570,133338.9506
1571,131823.8398
1572,139689.1447
1573,225777.4054
1574,136979.2752
1575,212216.4172
1576,190838.7127
1577,184849.4817
1578,145339.4237
1579,142010.7851
1580,200828.1062
1581,132676.0277
1582,129061.8079
1583,287130.9673
1584,225554.2487
1585,143473.0738
1586,95483.64736
1587,114132.1055
1588,135459.3119
1589,108816.424
1590,136672.6863
1591,109934.9415
1592,126934.5056
1593,134153.952
1594,136061.1507
1595,129578.0817
1596,212721.5905
1597,173078.2186
1598,188732.3816
1599,193116.4691
1600,206419.1386
1601,96981.28842
1602,124538.6329
1603,109546.3222
1604,252901.4826
1605,253705.5482
1606,161110.8267
1607,196093.2806
1608,202000.046
1609,185109.8376
1610,140254.2247
1611,146647.6583
1612,166592.4262
1613,161923.9459
1614,124809.8676
1615,103249.9371
1616,99991.79333
1617,106429.6196
1618,125066.8277
1619,137307.8817
1620,181493.423
1621,135301.6761
1622,134074.7054
1623,262382.0386
1624,199892.946
1625,134176.6258
1626,170040.1231
1627,174853.4642
1628,259890.8924
1629,185559.2201
1630,290843.0035
1631,223326.5165
1632,237414.5676
1633,167287.6486
1634,171858.5136
1635,166237.8586
1636,162239.6928
1637,182058.3492
1638,214574.7573
1639,182432.646
1640,233143.1202
1641,184162.6978
1642,210782.8647
1643,242673.8427
1644,230532.5282
1645,175957.7848
1646,156969.5201
1647,183859.1934
1648,139584.5961
1649,125845.8177
1650,121388.7034
1651,124096.967
1652,118666.8477
1653,118677.0833
1654,160791.1388
1655,171221.7277
1656,153427.4944
1657,161646.7171
1658,153032.8523
1659,150304.3687
1660,141609.4278
1661,333215.5441
1662,323690.2819
1663,319861.8493
1664,334573.5015
1665,278276.0752
1666,277896.8397
1667,305244.4123
1668,283198.5277
1669,278044.1521
1670,302684.1377
1671,233907.4167
1672,330302.8982
1673,277266.4861
1674,251083.2636
1675,168225.0321
1676,168274.6115
1677,198300.8366
1678,330382.9685
1679,303251.7267
1680,282797.7349
1681,246111.7214
1682,275539.3891
1683,192803.8649
1684,185481.1869
1685,163775.6472
1686,186327.6489
1687,168189.1738
1688,197574.1726
1689,198823.5699
1690,193364.8938
1691,174712.0595
1692,266443.9125
1693,164103.9604
1694,167489.3033
1695,175190.9066
1696,256584.4666
1697,175553.2682
1698,303887.6656
1699,278341.1553
1700,230132.7711
1701,270962.7646
1702,245667.0765
1703,252356.1563
1704,263321.2241
1705,234733.6823
1706,324674.7896
1707,200609.8114
1708,189202.9065
1709,269703.3671
1710,227880.0018
1711,245006.3873
1712,254320.9581
1713,234768.7802
1714,210861.2422
1715,193877.9175
1716,185182.8991
1717,180719.09
1718,144770.2779
1719,199694.5001
1720,241588.291
1721,185627.6652
1722,139464.7787
1723,153658.5831
1724,202866.6833
1725,222510.5821
1726,165691.3361
1727,159841.4343
1728,190216.881
1729,144038.4069
1730,166928.2088
1731,128094.3807
1732,130704.2716
1733,125674.6468
1734,126231.2498
1735,126853.3644
1736,120964.9664
1737,282343.7776
1738,205149.4012
1739,250059.6496
1740,187255.9011
1741,166761.7433
1742,161769.5298
1743,175528.3375
1744,254266.1412
1745,209822.8113
1746,228912.3875
1747,215692.2803
1748,189925.9636
1749,149773.6355
1750,142910.26
1751,219308.6671
1752,122374.6409
1753,159813.1466
1754,227072.6102
1755,162930.8266
1756,124177.1523
1757,121460.0172
1758,138366.1799
1759,162543.1236
1760,154595.85
1761,150290.0067
1762,166933.0671
1763,172101.0816
1764,121144.2962
1765,177277.1491
1766,171970.2272
1767,192318.2417
1768,132571.9415
1769,185794.9034
1770,135554.9785
1771,132527.5909
1772,133869.657
1773,128409.3898
1774,163914.4666
1775,131536.2231
1776,124332.273
1777,116770.4753
1778,128288.7838
1779,119471.4209
1780,185716.4878
1781,129287.8292
1782,108535.3062
1783,130641.3408
1784,109821.0207
1785,121451.7744
1786,168132.7454
1787,173407.4452
1788,88351.05072
1789,112660.6348
1790,105555.6722
1791,195834.2538
1792,144368.4357
1793,143167.4859
1794,141700.0217
1795,137981.6813
1796,127091.3985
1797,122933.6001
1798,123775.1719
1799,114050.1483
1800,117789.478
1801,126877.1347
1802,153960.5531
1803,158913.7988
1804,134866.1712
1805,137326.1634
1806,128227.0187
1807,145088.9026
1808,128310.6772
1809,122770.9282
1810,138885.3508
1811,106104.0873
1812,110807.4044
1813,120287.9404
1814,112222.4234
1815,86631.58938
1816,108195.3074
1817,121277.6767
1818,153303.5444
1819,127283.5122
1820,100624.1258
1821,130589.49
1822,156429.081
1823,87273.87165
1824,127189.3834
1825,135119.3349
1826,110794.1911
1827,120651.9054
1828,135623.8146
1829,131524.2796
1830,152765.2893
1831,175670.5995
1832,126964.0858
1833,148479.7733
1834,131294.3518
1835,159747.2114
1836,150651.0343
1837,106694.7299
1838,126776.7621
1839,104969.9045
1840,143190.7524
1841,141107.4219
1842,98809.00884
1843,136318.0571
1844,137669.1817
1845,142487.3004
1846,156428.8082
1847,161164.708
1848,85422.7775
1849,120437.2812
1850,126289.5647
1851,146086.1304
1852,129670.7984
1853,130687.7324
1854,176004.0185
1855,147364.5738
1856,221022.6573
1857,165699.7314
1858,158597.6344
1859,140813.4159
1860,149581.3975
1861,139747.0301
1862,265598.6422
1863,261677.7978
1864,261677.7978
1865,281475.991
1866,284043.1382
1867,238885.3088
1868,275998.9867
1869,195225.9699
1870,219509.081
1871,254932.8314
1872,160424.1388
1873,225595.4933
1874,136043.8179
1875,208437.1984
1876,174631.888
1877,206448.3255
1878,215129.8261
1879,129609.7031
1880,133294.1127
1881,227443.6799
1882,259844.1954
1883,193287.3234
1884,205540.6278
1885,254040.6278
1886,279424.2744
1887,205037.8292
1888,261663.7008
1889,149293.3405
1890,120778.216
1891,136935.208
1892,113785.2043
1893,129643.5117
1894,148357.6036
1895,155550.8894
1896,122737.4586
1897,120833.3843
1898,121250.806
1899,144433.7044
1900,146969.8473
1901,151686.2345
1902,135092.4274
1903,200766.5488
1904,134168.1861
1905,177979.4576
1906,140910.2849
1907,188769.5009
1908,133553.5351
1909,138078.0136
1910,135395.0014
1911,182242.1303
1912,245158.4439
1913,147391.8746
1914,91318.31035
1915,252889.5119
1916,93481.41359
1917,271249.888
1918,138573.9661
1919,150338.9583
1920,172266.2167
1921,321481.6916
1922,281942.1375
1923,184284.0111
1924,214499.7285
1925,211153.4215
1926,318973.6095
1927,127029.328
1928,159001.3555
1929,119887.4965
1930,133788.9344
1931,145014.9434
1932,134464.3014
1933,154557.1948
1934,173348.6913
1935,156405.9758
1936,168191.3544
1937,174240.1927
1938,156896.2226
1939,248647.6787
1940,204319.9749
1941,173256.4099
1942,170492.2594
1943,214901.6973
1944,293311.0455
1945,306385.0078
1946,159287.6444
1947,269494.0963
1948,171160.9323
1949,225294.9065
1950,184733.366
1951,242692.6979
1952,219135.3218
1953,163341.0023
1954,211438.9057
1955,130631.5784
1956,254460.4878
1957,167907.3995
1958,291562.4887
1959,151483.1324
1960,115088.948
1961,128276.5245
1962,119420.2898
1963,119789.3732
1964,115773.714
1965,147366.777
1966,165939.5913
1967,259377.7659
1968,309484.8941
1969,317265.7668
1970,334125.0763
1971,325678.6473
1972,321226.4715
1973,250935.5721
1974,288292.8019
1975,329292.1363
1976,261782.2853
1977,306303.1738
1978,300564.6399
1979,283401.4936
1980,198246.9962
1981,292924.3476
1982,218213.7774
1983,214894.0323
1984,188649.4134
1985,213129.719
1986,222486.8504
1987,187030.7425
1988,166106.6639
1989,196767.2106
1990,215128.4458
1991,195551.5572
1992,210681.342
1993,177958.8344
1994,232278.0334
1995,198070.6192
1996,264518.8255
1997,301698.0389
1998,290426.4238
1999,237954.6224
2000,283398.0729
2001,237109.7498
2002,239345.3291
2003,263833.2471
2004,247380.385
2005,238757.1555
2006,210213.2244
2007,251375.7634
2008,186691.3646
2009,167841.265
2010,197450.0749
2011,149064.6865
2012,184056.3782
2013,165233.8175
2014,166797.147
2015,198228.5276
2016,168293.4159
2017,192656.2895
2018,126359.2361
2019,132851.7589
2020,113028.51
2021,120648.0054
2022,173483.8863
2023,148691.9699
2024,199005.7886
2025,301448.1728
2026,182229.1323
2027,138876.431
2028,167294.5063
2029,163469.1292
2030,261508.2404
2031,239301.5106
2032,249181.036
2033,262719.0671
2034,166488.2567
2035,206355.1982
2036,213901.6575
2037,215106.0921
2038,266666.8425
2039,215760.9893
2040,266457.2109
2041,247488.3208
2042,204660.755
2043,161916.1125
2044,177521.1235
2045,209005.1302
2046,160185.1451
2047,140381.9056
2048,133242.5703
2049,162725.0398
2050,185690.1976
2051,114359.4489
2052,138692.7579
2053,137131.2738
2054,103840.9751
2055,159006.6157
2056,126168.4154
2057,123648.4988
2058,198580.3881
2059,132713.8576
2060,153161.885
2061,180115.6379
2062,132308.4783
2063,117588.9661
2064,140147.9268
2065,119307.7048
2066,168419.0194
2067,135471.3793
2068,170277.076
2069,97293.63106
2070,116842.8185
2071,106128.5667
2072,143059.9583
2073,133666.8278
2074,189753.0232
2075,145711.0914
2076,129758.2742
2077,134257.9915
2078,125402.2321
2079,134536.9483
2080,125587.4334
2081,128935.0393
2082,138240.7636
2083,144123.0828
2084,118388.6659
2085,129860.7905
2086,119538.6302
2087,130739.7463
2088,110169.9466
2089,103263.9693
2090,135453.1853
2091,127804.9811
2092,137417.4356
2093,125860.973
2094,147629.0749
2095,147076.1243
2096,99159.45773
2097,113052.6822
2098,148656.3561
2099,90316.28763
2100,116656.9894
2101,134129.5426
2102,145994.8433
2103,116331.6536
2104,158921.7114
2105,126329.7904
2106,98663.65349
2107,222127.313
2108,120291.5158
2109,115992.6448
2110,127264.4311
2111,156048.7233
2112,142462.3874
2113,118269.1792
2114,121915.7264
2115,150731.8499
2116,129860.0608
2117,146782.6582
2118,128157.4941
2119,118594.8881
2120,120091.9272
2121,122825.9797
2122,107400.884
2123,102716.8766
2124,191704.115
2125,155584.0286
2126,154235.558
2127,169395.7974
2128,137511.7623
2129,125741.7404
2130,140147.9684
2131,177779.6834
2132,129527.1851
2133,134875.3326
2134,128524.7367
2135,118676.6051
2136,89868.84374
2137,117135.2903
2138,132271.8597
2139,150035.4986
2140,128651.3533
2141,137676.1671
2142,127094.0163
2143,139968.0171
2144,138262.4088
2145,127985.8902
2146,147738.3984
2147,152685.5019
2148,127611.3717
2149,135485.9284
2150,210439.7727
2151,140169.3365
2152,158975.5409
2153,155185.068
2154,112085.4055
2155,128652.6254
2156,208306.8889
2157,226090.311
2158,225066.5498
2159,210573.2857
2160,171522.4192
2161,251113.625
2162,310759.6218
2163,290980.1408
2164,251681.7095
2165,175224.5566
2166,140948.8523
2167,210086.2658
2168,175092.5931
2169,193830.8956
2170,208589.5194
2171,138744.4294
2172,142558.8381
2173,155761.3865
2174,237632.7379
2175,299375.3764
2176,280287.2415
2177,238050.5003
2178,227754.7414
2179,143402.1268
2180,204512.4551
2181,197503.48
2182,217474.9323
2183,189532.9002
2184,129877.5735
2185,128074.0392
2186,155938.7016
2187,149539.2467
2188,144882.517
2189,177313.0329
2190,96309.96236
2191,96380.63029
2192,99019.04559
2193,115661.6393
2194,114437.6371
2195,114517.2405
2196,111412.9763
2197,115890.6331
2198,171315.9819
2199,163578.7438
2200,126450.1323
2201,136846.3939
2202,192313.9899
2203,149663.7337
